No.;Time;signal strength;Source;Destination;Info;Length;;;;Signal 1;Signal 2
9391;426.460.772.017;-49 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=474/55809, ttl=64;158;;192.168.1.109;;;-49 dBm
9392;426.462.394.577;-47 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=474/55809, ttl=64;158;;192.168.1.109;;;-47 dBm
9393;426.465.042.330;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=474/55809, ttl=64;158;;192.168.1.109;;;-50 dBm
9394;426.466.811.585;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=474/55809, ttl=64;158;;192.168.1.109;;;-51 dBm
9395;426.553.377.056;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=509/64769, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9396;426.555.051.055;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=509/64769, ttl=64 (reply in 9398);161;;192.168.1.105;;-51 dBm;
9398;426.881.170.232;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=509/64769, ttl=64 (request in 9396);172;;192.168.1.105;;-78 dBm;
9399;426.883.513.025;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=509/64769, ttl=64;161;;192.168.1.105;;-50 dBm;
9406;427.352.628.694;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=475/56065, ttl=64 (reply in 9408);161;;192.168.1.109;;;-50 dBm
9408;427.361.481.576;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=475/56065, ttl=64 (request in 9406);172;;192.168.1.109;;;-79 dBm
9409;427.364.355.802;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=475/56065, ttl=64;161;;192.168.1.109;;;-51 dBm
9410;427.554.216.151;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=510/65025, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9411;427.557.830.526;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=510/65025, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9412;427.557.876.479;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=510/65025, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9413;427.557.893.224;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=510/65025, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9414;427.558.928.348;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=510/65025, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9415;427.558.955.304;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=510/65025, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9416;427.561.419.178;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=510/65025, ttl=64 (reply in 9417);161;;192.168.1.105;;-50 dBm;
9417;427.568.300.838;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=510/65025, ttl=64 (request in 9416);172;;192.168.1.105;;-78 dBm;
9418;427.570.386.563;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=510/65025, ttl=64;161;;192.168.1.105;;-51 dBm;
9425;428.328.776.206;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=476/56321, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9427;428.328.848.266;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=476/56321, ttl=64 (reply in 9428);161;;192.168.1.109;;;-50 dBm
9428;428.334.760.133;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=476/56321, ttl=64 (request in 9427);172;;192.168.1.109;;;-79 dBm
9429;428.336.885.253;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=476/56321, ttl=64;161;;192.168.1.109;;;-50 dBm
9430;428.556.742.450;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=511/65281, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9431;428.556.774.393;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=511/65281, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9432;428.581.549.253;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=511/65281, ttl=64 (reply in 9433);161;;192.168.1.105;;-51 dBm;
9433;428.588.327.212;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=511/65281, ttl=64 (request in 9432);172;;192.168.1.105;;-78 dBm;
9434;428.590.171.178;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=511/65281, ttl=64;161;;192.168.1.105;;-51 dBm;
9443;429.502.636.230;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=477/56577, ttl=64 (reply in 9444);161;;192.168.1.109;;;-51 dBm
9444;429.508.911.981;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=477/56577, ttl=64 (request in 9443);172;;192.168.1.109;;;-78 dBm
9445;429.557.887.790;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=512/2, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
9446;429.559.432.025;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=512/2, ttl=64 (reply in 9447);161;;192.168.1.105;;-51 dBm;
9447;429.562.673.539;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=512/2, ttl=64 (request in 9446);172;;192.168.1.105;;-78 dBm;
9448;429.564.775.296;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=512/2, ttl=64;161;;192.168.1.105;;-50 dBm;
9457;430.424.547.319;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=478/56833, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9458;430.424.567.398;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=478/56833, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9459;430.424.582.573;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=478/56833, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9460;430.425.104.989;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=478/56833, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
9461;430.425.755.756;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=478/56833, ttl=64 (reply in 9464);161;;192.168.1.109;;;-50 dBm
9462;430.559.980.689;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=513/258, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9463;430.562.059.554;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=513/258, ttl=64 (reply in 9465);161;;192.168.1.105;;-50 dBm;
9464;430.579.454.198;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=478/56833, ttl=64 (request in 9461);172;;192.168.1.109;;;-78 dBm
9465;430.581.552.138;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=513/258, ttl=64 (request in 9463);172;;192.168.1.105;;-78 dBm;
9466;430.583.544.663;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=513/258, ttl=64;161;;192.168.1.105;;-50 dBm;
9467;430.629.009.817;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=478/56833, ttl=64;161;;192.168.1.109;;;-50 dBm
9477;431.345.983.956;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=479/57089, ttl=64 (reply in 9478);161;;192.168.1.109;;;-50 dBm
9478;431.353.257.666;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=479/57089, ttl=64 (request in 9477);172;;192.168.1.109;;;-78 dBm
9479;431.355.443.874;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=479/57089, ttl=64;161;;192.168.1.109;;;-51 dBm
9480;431.561.912.893;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=514/514, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9481;431.653.855.131;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=514/514, ttl=64 (reply in 9482);161;;192.168.1.105;;-50 dBm;
9482;431.659.866.771;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=514/514, ttl=64 (request in 9481);172;;192.168.1.105;;-78 dBm;
9483;431.661.954.347;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=514/514, ttl=64;161;;192.168.1.105;;-50 dBm;
9492;432.328.424.073;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=480/57345, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
9493;432.373.392.017;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=480/57345, ttl=64 (reply in 9494);161;;192.168.1.109;;;-50 dBm
9494;432.508.241.262;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=480/57345, ttl=64 (request in 9493);172;;192.168.1.109;;;-78 dBm
9495;432.510.337.657;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=480/57345, ttl=64;161;;192.168.1.109;;;-51 dBm
9496;432.562.972.147;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=515/770, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9497;432.564.703.560;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=515/770, ttl=64 (reply in 9498);161;;192.168.1.105;;-50 dBm;
9498;432.565.051.045;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=515/770, ttl=64 (request in 9497);172;;192.168.1.105;;-78 dBm;
9499;432.567.330.843;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=515/770, ttl=64;161;;192.168.1.105;;-51 dBm;
9511;433.393.646.432;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=481/57601, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9512;433.393.697.289;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=481/57601, ttl=64 (reply in 9513);161;;192.168.1.109;;;-50 dBm
9513;433.400.887.158;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=481/57601, ttl=64 (request in 9512);172;;192.168.1.109;;;-78 dBm
9514;433.402.943.300;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=481/57601, ttl=64;161;;192.168.1.109;;;-50 dBm
9515;433.563.967.563;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=516/1026, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
9516;433.564.851.241;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=516/1026, ttl=64 (reply in 9517);161;;192.168.1.105;;-50 dBm;
9517;433.570.832.124;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=516/1026, ttl=64 (request in 9516);172;;192.168.1.105;;-78 dBm;
9518;433.572.968.014;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=516/1026, ttl=64;161;;192.168.1.105;;-50 dBm;
9526;434.333.387.484;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=482/57857, ttl=64 (reply in 9529);172;;192.168.1.109;;;-71 dBm
9527;434.566.034.880;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=517/1282, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
9528;434.567.538.598;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=517/1282, ttl=64 (reply in 9530);161;;192.168.1.105;;-50 dBm;
9529;434.656.050.809;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=482/57857, ttl=64 (request in 9526);172;;192.168.1.109;;;-78 dBm
9530;434.658.226.434;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=517/1282, ttl=64 (request in 9528);172;;192.168.1.105;;-78 dBm;
9531;434.660.260.115;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=517/1282, ttl=64;161;;192.168.1.105;;-50 dBm;
9532;434.827.862.422;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=482/57857, ttl=64;161;;192.168.1.109;;;-51 dBm
9540;435.347.294.251;-69 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=483/58113, ttl=64 (no response found!);172;;192.168.1.109;;;-69 dBm
9541;435.351.104.292;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=483/58113, ttl=64 (reply in 9542);161;;192.168.1.109;;;-51 dBm
9542;435.356.250.166;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=483/58113, ttl=64 (request in 9541);172;;192.168.1.109;;;-78 dBm
9543;435.356.292.322;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=483/58113, ttl=64;172;;192.168.1.109;;;-79 dBm
9544;435.356.938.134;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=483/58113, ttl=64;172;;192.168.1.109;;;-78 dBm
9545;435.359.190.360;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=483/58113, ttl=64;161;;192.168.1.109;;;-51 dBm
9546;435.359.221.232;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=483/58113, ttl=64;161;;192.168.1.109;;;-50 dBm
9547;435.567.203.393;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=518/1538, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9548;435.588.283.527;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=518/1538, ttl=64 (reply in 9549);161;;192.168.1.105;;-51 dBm;
9549;435.588.990.119;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=518/1538, ttl=64 (request in 9548);172;;192.168.1.105;;-78 dBm;
9550;435.590.916.661;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=518/1538, ttl=64;161;;192.168.1.105;;-51 dBm;
9554;436.336.078.048;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=484/58369, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
9555;436.337.424.173;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=484/58369, ttl=64 (reply in 9556);161;;192.168.1.109;;;-50 dBm
9556;436.346.709.188;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=484/58369, ttl=64 (request in 9555);172;;192.168.1.109;;;-78 dBm
9557;436.348.245.746;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=484/58369, ttl=64;161;;192.168.1.109;;;-51 dBm
9566;436.569.020.417;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=519/1794, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
9567;436.671.452.439;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=519/1794, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9568;436.672.942.272;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=519/1794, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9569;436.675.583.451;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=519/1794, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9570;436.675.618.206;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=519/1794, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9571;436.675.635.022;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=519/1794, ttl=64 (reply in 9572);161;;192.168.1.105;;-50 dBm;
9572;436.684.437.345;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=519/1794, ttl=64 (request in 9571);172;;192.168.1.105;;-79 dBm;
9573;436.686.614.706;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=519/1794, ttl=64;161;;192.168.1.105;;-51 dBm;
9580;437.338.379.274;-67 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=485/58625, ttl=64 (no response found!);172;;192.168.1.109;;;-67 dBm
9582;437.361.903.294;-68 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=485/58625, ttl=64 (no response found!);172;;192.168.1.109;;;-68 dBm
9583;437.363.819.887;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=485/58625, ttl=64 (reply in 9584);161;;192.168.1.109;;;-51 dBm
9584;437.364.513.308;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=485/58625, ttl=64 (request in 9583);172;;192.168.1.109;;;-79 dBm
9585;437.366.232.107;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=485/58625, ttl=64;161;;192.168.1.109;;;-50 dBm
9586;437.571.213.230;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=520/2050, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9587;437.591.753.387;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=520/2050, ttl=64 (reply in 9588);161;;192.168.1.105;;-50 dBm;
9588;437.598.519.881;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=520/2050, ttl=64 (request in 9587);172;;192.168.1.105;;-78 dBm;
9589;437.599.119.975;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=520/2050, ttl=64;172;;192.168.1.105;;-78 dBm;
9590;437.601.128.590;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=520/2050, ttl=64;161;;192.168.1.105;;-50 dBm;
9599;438.342.332.697;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=486/58881, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9600;438.342.362.833;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=486/58881, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
9601;438.342.379.643;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=486/58881, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
9602;438.343.004.060;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=486/58881, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
9603;438.343.034.902;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=486/58881, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
9604;438.343.708.585;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=486/58881, ttl=64 (reply in 9605);161;;192.168.1.109;;;-50 dBm
9605;438.345.881.695;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=486/58881, ttl=64 (request in 9604);172;;192.168.1.109;;;-78 dBm
9606;438.347.603.042;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=486/58881, ttl=64;161;;192.168.1.109;;;-50 dBm
9607;438.573.364.750;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=521/2306, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
9608;438.624.531.532;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=521/2306, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9609;438.628.368.054;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=521/2306, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9610;438.628.399.497;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=521/2306, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9611;438.630.742.257;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=521/2306, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9612;438.630.774.422;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=521/2306, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9613;438.630.790.563;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=521/2306, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9614;438.630.806.262;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=521/2306, ttl=64 (reply in 9615);161;;192.168.1.105;;-51 dBm;
9615;438.638.275.846;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=521/2306, ttl=64 (request in 9614);172;;192.168.1.105;;-78 dBm;
9616;438.640.411.489;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=521/2306, ttl=64;161;;192.168.1.105;;-51 dBm;
9625;439.337.114.868;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=487/59137, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
9626;439.436.138.366;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=487/59137, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9627;439.436.169.821;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=487/59137, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
9628;439.439.192.902;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=487/59137, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
9629;439.439.218.321;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=487/59137, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
9630;439.439.235.362;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=487/59137, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
9631;439.439.251.249;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=487/59137, ttl=64 (reply in 9632);161;;192.168.1.109;;;-51 dBm
9632;439.446.759.289;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=487/59137, ttl=64 (request in 9631);172;;192.168.1.109;;;-78 dBm
9633;439.446.977.711;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=487/59137, ttl=64;172;;192.168.1.109;;;-78 dBm
9634;439.449.967.688;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=487/59137, ttl=64;161;;192.168.1.109;;;-50 dBm
9635;439.449.999.685;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=487/59137, ttl=64;161;;192.168.1.109;;;-50 dBm
9636;439.572.758.113;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=522/2562, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
9637;439.574.765.411;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=522/2562, ttl=64 (reply in 9638);161;;192.168.1.105;;-51 dBm;
9638;439.579.676.721;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=522/2562, ttl=64 (request in 9637);172;;192.168.1.105;;-78 dBm;
9639;439.581.768.201;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=522/2562, ttl=64;161;;192.168.1.105;;-50 dBm;
9640;439.581.775.445;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=522/2562, ttl=64;161;;192.168.1.105;;-50 dBm;
9647;440.343.080.511;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=488/59393, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
9648;440.343.962.534;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=488/59393, ttl=64 (reply in 9650);161;;192.168.1.109;;;-50 dBm
9650;440.352.112.531;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=488/59393, ttl=64 (request in 9648);172;;192.168.1.109;;;-78 dBm
9651;440.354.038.073;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=488/59393, ttl=64;161;;192.168.1.109;;;-51 dBm
9652;440.574.225.967;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=523/2818, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9653;440.663.485.004;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=523/2818, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9654;440.664.605.846;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=523/2818, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9655;440.666.222.318;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=523/2818, ttl=64 (reply in 9656);161;;192.168.1.105;;-51 dBm;
9656;440.672.741.735;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=523/2818, ttl=64 (request in 9655);172;;192.168.1.105;;-78 dBm;
9657;440.674.886.803;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=523/2818, ttl=64;161;;192.168.1.105;;-50 dBm;
9665;441.344.554.660;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=489/59649, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
