No.;Time;Signal Strength;Source;Destination;Protocol;Length;Info;;;;
12523;574.409.338.132;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=651/35586, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
12524;574.409.353.888;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=651/35586, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
12525;574.409.370.475;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=651/35586, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
12526;574.409.386.423;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=651/35586, ttl=64 (reply in 12527);192.168.1.105;;-50 dBm;
12527;574.412.125.363;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=651/35586, ttl=64 (request in 12526);192.168.1.105;;-75 dBm;
12528;574.413.254.965;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=651/35586, ttl=64;192.168.1.105;;-50 dBm;
12540;575.086.081.329;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=618/27138, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
12541;575.088.200.164;-49 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=618/27138, ttl=64 (no response found!);;192.168.1.109;;-49 dBm
12542;575.088.230.841;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=618/27138, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12543;575.088.246.031;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=618/27138, ttl=64 (reply in 12544);;192.168.1.109;;-50 dBm
12544;575.091.767.612;-76 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=618/27138, ttl=64 (request in 12543);;192.168.1.109;;-76 dBm
12545;575.094.836.301;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=618/27138, ttl=64;;192.168.1.109;;-50 dBm
12546;575.406.193.469;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=652/35842, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12548;575.533.392.048;-51 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=652/35842, ttl=64 (reply in 12549);192.168.1.105;;-51 dBm;
12549;575.536.759.767;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=652/35842, ttl=64 (request in 12548);192.168.1.105;;-75 dBm;
12550;575.538.368.874;-51 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=652/35842, ttl=64;192.168.1.105;;-51 dBm;
12558;576.085.095.837;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=619/27394, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
12559;576.149.884.278;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=619/27394, ttl=64 (reply in 12560);;192.168.1.109;;-50 dBm
12560;576.155.315.547;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=619/27394, ttl=64 (request in 12559);;192.168.1.109;;-50 dBm
12561;576.407.239.405;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=653/36098, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
12562;576.408.990.660;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=653/36098, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
12563;576.409.021.810;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=653/36098, ttl=64 (reply in 12564);192.168.1.105;;-50 dBm;
12564;576.411.303.984;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=653/36098, ttl=64 (request in 12563);192.168.1.105;;-75 dBm;
12565;576.413.308.489;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=653/36098, ttl=64;192.168.1.105;;-50 dBm;
12566;576.413.338.727;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=653/36098, ttl=64;192.168.1.105;;-50 dBm;
12572;577.377.734.503;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=620/27650, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12573;577.379.128.982;-49 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=620/27650, ttl=64 (no response found!);;192.168.1.109;;-49 dBm
12574;577.379.159.795;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=620/27650, ttl=64 (reply in 12575);;192.168.1.109;;-50 dBm
12575;577.382.254.027;-76 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=620/27650, ttl=64 (request in 12574);;192.168.1.109;;-76 dBm
12576;577.469.616.034;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=620/27650, ttl=64;;192.168.1.109;;-50 dBm
12577;577.469.635.611;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=620/27650, ttl=64;;192.168.1.109;;-50 dBm
12578;577.469.651.201;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=620/27650, ttl=64;;192.168.1.109;;-50 dBm
12584;578.087.662.057;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=621/27906, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
12586;578.239.526.556;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=654/36354, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12592;578.299.212.642;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=621/27906, ttl=64 (reply in 12594);;192.168.1.109;;0
12593;578.299.246.317;-50 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=654/36354, ttl=64 (reply in 12595);192.168.1.105;;-50 dBm;
12594;578.302.842.326;-75 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=621/27906, ttl=64 (request in 12592);;192.168.1.109;;-75 dBm
12595;578.302.884.317;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=654/36354, ttl=64 (request in 12593);192.168.1.105;;-75 dBm;
12598;578.391.094.128;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=654/36354, ttl=64;192.168.1.105;;-50 dBm;
12599;578.392.229.580;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=654/36354, ttl=64;192.168.1.105;;-50 dBm;
12603;578.409.206.219;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=655/36610, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12604;578.410.797.852;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=655/36610, ttl=64 (reply in 12605);192.168.1.105;;-50 dBm;
12605;578.413.275.263;-74 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=655/36610, ttl=64 (request in 12604);192.168.1.105;;-74 dBm;
12606;578.414.721.614;-49 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=655/36610, ttl=64;192.168.1.105;;-49 dBm;
12607;578.493.346.260;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=621/27906, ttl=64;;192.168.1.109;;-49 dBm
12621;579.090.525.281;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=622/28162, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
12622;579.092.952.426;-49 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=622/28162, ttl=64 (no response found!);;192.168.1.109;;-49 dBm
12623;579.092.984.177;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=622/28162, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12624;579.093.000.692;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=622/28162, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12625;579.093.020.405;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=622/28162, ttl=64 (reply in 12626);;192.168.1.109;;-50 dBm
12626;579.096.204.845;-68 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=622/28162, ttl=64 (request in 12625);;192.168.1.109;;-68 dBm
12627;579.109.876.345;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=622/28162, ttl=64;;192.168.1.109;;-50 dBm
12628;579.411.014.927;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=656/36866, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12629;579.411.045.380;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=656/36866, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
12630;579.414.553.579;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=656/36866, ttl=64 (reply in 12631);192.168.1.105;;-50 dBm;
12631;579.416.031.079;-69 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=656/36866, ttl=64 (request in 12630);192.168.1.105;;-69 dBm;
12632;579.418.385.735;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=656/36866, ttl=64;192.168.1.105;;-50 dBm;
12647;580.092.755.164;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=623/28418, ttl=64 (no response found!);;192.168.1.109;;-51 dBm
12648;580.092.786.361;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=623/28418, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12649;580.092.801.868;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=623/28418, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12650;580.092.817.528;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=623/28418, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12651;580.093.336.786;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=623/28418, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12652;580.093.882.619;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=623/28418, ttl=64 (reply in 12653);;192.168.1.109;;-50 dBm
12653;580.095.628.509;-69 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=623/28418, ttl=64 (request in 12652);;192.168.1.109;;-69 dBm
12654;580.097.672.706;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=623/28418, ttl=64;;192.168.1.109;;-49 dBm
12655;580.412.288.380;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=657/37122, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
12656;580.414.507.226;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=657/37122, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
12657;580.414.537.751;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=657/37122, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
12658;580.414.553.596;-51 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=657/37122, ttl=64 (no response found!);192.168.1.105;;-51 dBm;
12659;580.414.569.710;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=657/37122, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
12660;580.414.585.025;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=657/37122, ttl=64 (reply in 12661);192.168.1.105;;-50 dBm;
12661;580.419.174.800;-70 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=657/37122, ttl=64 (request in 12660);192.168.1.105;;-70 dBm;
12662;580.421.157.050;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=657/37122, ttl=64;192.168.1.105;;-50 dBm;
12663;580.421.187.917;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=657/37122, ttl=64;192.168.1.105;;-50 dBm;
12664;580.421.204.699;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=657/37122, ttl=64;192.168.1.105;;-50 dBm;
12665;580.422.138.077;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=657/37122, ttl=64;192.168.1.105;;-50 dBm;
12666;580.423.239.172;-51 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=657/37122, ttl=64;192.168.1.105;;-51 dBm;
12680;581.093.197.754;-70 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=624/28674, ttl=64 (no response found!);;192.168.1.109;;-70 dBm
12681;581.116.137.218;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=624/28674, ttl=64 (reply in 12682);;192.168.1.109;;-50 dBm
12682;581.118.723.050;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=624/28674, ttl=64 (request in 12681);;192.168.1.109;;-72 dBm
12683;581.120.764.802;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=624/28674, ttl=64;;192.168.1.109;;-50 dBm
12684;581.414.170.174;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=658/37378, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12685;581.415.657.870;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=658/37378, ttl=64 (reply in 12686);192.168.1.105;;-50 dBm;
12686;581.418.193.672;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=658/37378, ttl=64 (request in 12685);192.168.1.105;;-72 dBm;
12687;581.420.439.148;-49 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=658/37378, ttl=64;192.168.1.105;;-49 dBm;
12701;582.094.014.438;-72 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=625/28930, ttl=64 (no response found!);;192.168.1.109;;-72 dBm
12702;582.137.822.356;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=625/28930, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12703;582.137.853.648;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=625/28930, ttl=64 (no response found!);;192.168.1.109;;-51 dBm
12704;582.137.873.375;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=625/28930, ttl=64 (reply in 12705);;192.168.1.109;;-50 dBm
12705;582.139.290.904;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=625/28930, ttl=64 (request in 12704);;192.168.1.109;;-72 dBm
12706;582.179.828.200;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=625/28930, ttl=64;;192.168.1.109;;-49 dBm
12707;582.179.871.117;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=625/28930, ttl=64;;192.168.1.109;;-50 dBm
12708;582.179.886.710;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=625/28930, ttl=64;;192.168.1.109;;-50 dBm
12709;582.421.341.695;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=659/37634, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
12710;582.423.358.029;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=659/37634, ttl=64 (reply in 12711);192.168.1.105;;-50 dBm;
12711;582.426.276.139;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=659/37634, ttl=64 (request in 12710);192.168.1.105;;-72 dBm;
12712;582.437.232.673;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=659/37634, ttl=64;192.168.1.105;;-50 dBm;
12715;583.100.796.928;-68 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=626/29186, ttl=64 (no response found!);;192.168.1.109;;-68 dBm
12716;583.117.974.462;-51 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=626/29186, ttl=64 (reply in 12717);;192.168.1.109;;-51 dBm
12717;583.123.169.964;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=626/29186, ttl=64 (request in 12716);;192.168.1.109;;-72 dBm
12718;583.125.577.922;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=626/29186, ttl=64;;192.168.1.109;;-49 dBm
12719;583.417.243.916;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=660/37890, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
12720;583.419.149.615;-49 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=660/37890, ttl=64 (no response found!);192.168.1.105;;-49 dBm;
12721;583.419.181.153;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=660/37890, ttl=64 (reply in 12722);192.168.1.105;;-50 dBm;
12722;583.420.253.936;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=660/37890, ttl=64 (request in 12721);192.168.1.105;;-72 dBm;
12723;583.422.382.156;-49 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=660/37890, ttl=64;192.168.1.105;;-49 dBm;
12726;584.425.029.693;-55 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=661/38146, ttl=64 (no response found!);192.168.1.105;;-55 dBm;
12732;584.748.898.315;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=627/29442, ttl=64 (reply in 12734);;192.168.1.109;;0
12733;584.748.933.633;-50 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=661/38146, ttl=64 (reply in 12735);192.168.1.105;;-50 dBm;
12734;584.753.105.923;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=627/29442, ttl=64 (request in 12732);;192.168.1.109;;-73 dBm
12735;584.753.496.617;-73 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=661/38146, ttl=64 (request in 12733);192.168.1.105;;-73 dBm;
12736;584.755.612.200;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=627/29442, ttl=64;;192.168.1.109;;-50 dBm
12737;584.755.656.157;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=661/38146, ttl=64;192.168.1.105;;-50 dBm;
12762;585.097.307.330;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=628/29698, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
12763;585.099.989.520;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=628/29698, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12764;585.100.023.606;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=628/29698, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12765;585.100.039.773;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=628/29698, ttl=64 (reply in 12766);;192.168.1.109;;-50 dBm
12766;585.101.846.996;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=628/29698, ttl=64 (request in 12765);;192.168.1.109;;-72 dBm
12767;585.103.460.254;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=628/29698, ttl=64;;192.168.1.109;;-51 dBm
12768;585.419.286.282;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=662/38402, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12773;585.670.952.160;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=662/38402, ttl=64 (reply in 12774);192.168.1.105;;-50 dBm;
12774;585.673.657.967;-73 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=662/38402, ttl=64 (request in 12773);192.168.1.105;;-73 dBm;
12775;585.675.695.881;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=662/38402, ttl=64;192.168.1.105;;-50 dBm;
12782;586.100.723.586;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=629/29954, ttl=64 (reply in 12783);;192.168.1.109;;-50 dBm
12783;586.103.343.296;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=629/29954, ttl=64 (request in 12782);;192.168.1.109;;-72 dBm
12784;586.105.730.329;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=629/29954, ttl=64;;192.168.1.109;;-50 dBm
12785;586.105.760.919;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=629/29954, ttl=64;;192.168.1.109;;-50 dBm
12786;586.420.423.636;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=663/38658, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12787;586.422.086.214;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=663/38658, ttl=64 (reply in 12788);192.168.1.105;;-50 dBm;
12788;586.424.723.628;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=663/38658, ttl=64 (request in 12787);192.168.1.105;;-72 dBm;
12789;586.426.822.728;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=663/38658, ttl=64;192.168.1.105;;-50 dBm;
12799;587.100.553.184;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=630/30210, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
12800;587.127.435.228;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=630/30210, ttl=64 (reply in 12801);;192.168.1.109;;-50 dBm
12801;587.130.256.213;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=630/30210, ttl=64 (request in 12800);;192.168.1.109;;-72 dBm
12802;587.132.194.420;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=630/30210, ttl=64;;192.168.1.109;;-50 dBm
12803;587.132.228.663;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=630/30210, ttl=64;;192.168.1.109;;-50 dBm
12804;587.132.245.253;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=630/30210, ttl=64;;192.168.1.109;;-50 dBm
12805;587.132.762.767;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=630/30210, ttl=64;;192.168.1.109;;-50 dBm
12806;587.133.745.280;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=630/30210, ttl=64;;192.168.1.109;;-51 dBm
12807;587.422.792.783;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=664/38914, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
12808;587.422.823.512;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=664/38914, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
12809;587.422.839.310;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=664/38914, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
12810;587.422.854.759;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=664/38914, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
12811;587.424.279.336;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=664/38914, ttl=64 (reply in 12812);192.168.1.105;;-50 dBm;
12812;587.427.172.284;-71 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=664/38914, ttl=64 (request in 12811);192.168.1.105;;-71 dBm;
12813;587.429.141.336;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=664/38914, ttl=64;192.168.1.105;;-50 dBm;
12827;588.129.691.176;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=631/30466, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12828;588.129.722.254;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=631/30466, ttl=64 (reply in 12829);;192.168.1.109;;-50 dBm
