No.;Time;signal strength;Source;Destination;Info;Length;;;S1;S2
9046;423.949.652.374;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=536/6146, ttl=64;158;;192.168.1.106;;-53 dBm
9048;424.358.765.784;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=593/20738, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9049;424.360.457.225;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=593/20738, ttl=64 (reply in 9050);161;192.168.1.102;;-53 dBm;
9050;424.361.796.767;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=593/20738, ttl=64 (request in 9049);172;192.168.1.102;;-77 dBm;
9051;424.363.075.205;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=593/20738, ttl=64;161;192.168.1.102;;-53 dBm;
9064;424.923.966.570;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=537/6402, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9065;424.924.002.887;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=537/6402, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9066;424.924.062.335;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=537/6402, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
9069;425.266.712.843;-48 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=537/6402, ttl=64 (no response found!);161;;192.168.1.106;;-48 dBm
9070;425.268.906.854;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=537/6402, ttl=64 (reply in 9075);161;;192.168.1.106;;-53 dBm
9071;425.354.858.341;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=594/20994, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9072;425.357.128.119;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=594/20994, ttl=64 (reply in 9076);161;192.168.1.102;;-54 dBm;
9075;425.410.845.717;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=537/6402, ttl=64 (request in 9070);172;;192.168.1.106;;-77 dBm
9076;425.411.456.135;-78 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=594/20994, ttl=64 (request in 9072);172;192.168.1.102;;-78 dBm;
9077;425.412.180.702;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=537/6402, ttl=64;161;;192.168.1.106;;-53 dBm
9078;425.412.229.785;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=594/20994, ttl=64;161;192.168.1.102;;-52 dBm;
9087;425.922.688.285;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=538/6658, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9088;425.985.454.546;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=538/6658, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9089;425.985.484.738;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=538/6658, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9090;425.986.131.154;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=538/6658, ttl=64 (reply in 9091);161;;192.168.1.106;;-52 dBm
9091;425.993.349.781;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=538/6658, ttl=64 (request in 9090);172;;192.168.1.106;;-77 dBm
9092;425.995.430.793;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=538/6658, ttl=64;161;;192.168.1.106;;-52 dBm
9095;426.360.956.235;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=595/21250, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9097;426.394.895.791;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=595/21250, ttl=64 (reply in 9098);161;192.168.1.102;;-53 dBm;
9098;426.401.423.354;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=595/21250, ttl=64 (request in 9097);172;192.168.1.102;;-77 dBm;
9099;426.403.502.816;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=595/21250, ttl=64;161;192.168.1.102;;-53 dBm;
9105;426.923.459.319;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=539/6914, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
9106;427.005.122.878;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=539/6914, ttl=64 (reply in 9110);161;;192.168.1.106;;-53 dBm
9110;427.013.511.585;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=539/6914, ttl=64 (request in 9106);161;;192.168.1.106;;-52 dBm
9111;427.013.543.012;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=539/6914, ttl=64;161;;192.168.1.106;;-53 dBm
9112;427.014.125.684;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=539/6914, ttl=64;161;;192.168.1.106;;-53 dBm
9113;427.362.035.640;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=596/21506, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9116;427.415.148.884;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=596/21506, ttl=64 (reply in 9118);161;192.168.1.102;;-53 dBm;
9118;427.430.691.988;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=596/21506, ttl=64 (request in 9116);172;192.168.1.102;;-77 dBm;
9119;427.432.437.302;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=596/21506, ttl=64;161;192.168.1.102;;-53 dBm;
9123;427.926.072.739;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=540/7170, ttl=64 (reply in 9124);161;;192.168.1.106;;-53 dBm
9124;427.939.514.579;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=540/7170, ttl=64 (request in 9123);172;;192.168.1.106;;-78 dBm
9125;427.941.840.023;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=540/7170, ttl=64;161;;192.168.1.106;;-52 dBm
9133;428.363.667.574;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=597/21762, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
9136;428.435.519.695;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=597/21762, ttl=64 (reply in 9137);161;192.168.1.102;;-53 dBm;
9137;428.443.895.847;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=597/21762, ttl=64 (request in 9136);172;192.168.1.102;;-77 dBm;
9138;428.445.993.558;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=597/21762, ttl=64;161;192.168.1.102;;-52 dBm;
9142;428.925.740.828;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=541/7426, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
9143;428.927.411.285;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=541/7426, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
9144;428.927.442.370;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=541/7426, ttl=64 (reply in 9145);161;;192.168.1.106;;-53 dBm
9145;428.935.713.762;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=541/7426, ttl=64 (request in 9144);161;;192.168.1.106;;-53 dBm
9149;429.361.616.357;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=598/22018, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9150;429.363.805.256;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=598/22018, ttl=64 (reply in 9151);161;192.168.1.102;;-53 dBm;
9151;429.372.061.808;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=598/22018, ttl=64 (request in 9150);161;192.168.1.102;;-53 dBm;
9160;429.928.824.101;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=542/7682, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9161;429.928.868.859;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=542/7682, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9162;429.928.918.898;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=542/7682, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
9163;429.928.957.334;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=542/7682, ttl=64 (reply in 9164);161;;192.168.1.106;;-53 dBm
9164;429.944.879.793;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=542/7682, ttl=64 (request in 9163);172;;192.168.1.106;;-76 dBm
9165;429.949.355.327;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=542/7682, ttl=64;161;;192.168.1.106;;-53 dBm
9166;430.366.677.488;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=599/22274, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9167;430.384.786.231;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=599/22274, ttl=64 (reply in 9169);161;192.168.1.102;;-53 dBm;
9169;430.393.953.235;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=599/22274, ttl=64 (request in 9167);172;192.168.1.102;;-77 dBm;
9170;430.396.083.636;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=599/22274, ttl=64;161;192.168.1.102;;-53 dBm;
9178;430.929.403.632;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=543/7938, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
9179;430.995.531.272;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=543/7938, ttl=64 (reply in 9180);161;;192.168.1.106;;-53 dBm
9180;431.001.255.741;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=543/7938, ttl=64 (request in 9179);172;;192.168.1.106;;-78 dBm
9181;431.003.695.735;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=543/7938, ttl=64;161;;192.168.1.106;;-53 dBm
9182;431.003.730.394;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=543/7938, ttl=64;161;;192.168.1.106;;-52 dBm
9187;431.368.843.414;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=600/22530, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9190;431.405.118.165;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=600/22530, ttl=64 (reply in 9191);161;192.168.1.102;;-54 dBm;
9191;431.422.286.454;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=600/22530, ttl=64 (request in 9190);172;192.168.1.102;;-77 dBm;
9192;431.424.919.305;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=600/22530, ttl=64;161;192.168.1.102;;-52 dBm;
9193;431.424.951.380;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=600/22530, ttl=64;161;192.168.1.102;;-53 dBm;
9194;431.424.967.555;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=600/22530, ttl=64;161;192.168.1.102;;-53 dBm;
9200;431.930.367.150;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=544/8194, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9201;431.945.168.211;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=544/8194, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9202;431.945.201.755;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=544/8194, ttl=64 (reply in 9203);161;;192.168.1.106;;-53 dBm
9203;431.970.974.973;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=544/8194, ttl=64 (request in 9202);172;;192.168.1.106;;-77 dBm
9204;431.973.335.579;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=544/8194, ttl=64;161;;192.168.1.106;;-53 dBm
9206;432.373.304.701;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=601/22786, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9207;432.374.557.859;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=601/22786, ttl=64 (reply in 9208);161;192.168.1.102;;-53 dBm;
9208;432.382.776.889;-78 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=601/22786, ttl=64 (request in 9207);172;192.168.1.102;;-78 dBm;
9209;432.385.027.016;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=601/22786, ttl=64;161;192.168.1.102;;-54 dBm;
9210;432.385.060.545;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=601/22786, ttl=64;161;192.168.1.102;;-53 dBm;
9218;432.932.310.452;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=545/8450, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9219;432.945.777.446;-54 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=545/8450, ttl=64 (no response found!);161;;192.168.1.106;;-54 dBm
9220;432.945.809.728;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=545/8450, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9221;432.945.826.853;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=545/8450, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9222;432.945.842.717;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=545/8450, ttl=64 (reply in 9224);161;;192.168.1.106;;-52 dBm
9224;432.961.772.219;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=545/8450, ttl=64 (request in 9222);172;;192.168.1.106;;-78 dBm
9225;432.964.016.960;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=545/8450, ttl=64;161;;192.168.1.106;;-53 dBm
9228;433.372.652.748;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=602/23042, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9229;433.372.694.104;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=602/23042, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
9231;433.454.653.262;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=602/23042, ttl=64 (reply in 9232);161;192.168.1.102;;-54 dBm;
9232;433.463.078.819;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=602/23042, ttl=64 (request in 9231);172;192.168.1.102;;-77 dBm;
9233;433.465.074.473;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=602/23042, ttl=64;161;192.168.1.102;;-53 dBm;
9237;433.934.985.846;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=546/8706, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9238;433.937.358.609;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=546/8706, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9239;433.937.409.971;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=546/8706, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9240;433.937.438.274;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=546/8706, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
9241;433.937.463.525;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=546/8706, ttl=64 (reply in 9246);161;;192.168.1.106;;-53 dBm
9246;434.359.115.119;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=546/8706, ttl=64 (request in 9241);172;;192.168.1.106;;-77 dBm
9247;434.361.239.644;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=546/8706, ttl=64;161;;192.168.1.106;;-53 dBm
9248;434.369.130.721;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=603/23298, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9249;434.373.219.974;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=603/23298, ttl=64 (reply in 9250);161;192.168.1.102;;-54 dBm;
9250;434.373.621.169;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=603/23298, ttl=64 (request in 9249);172;192.168.1.102;;-77 dBm;
9251;434.375.586.044;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=603/23298, ttl=64;161;192.168.1.102;;-52 dBm;
9252;434.376.031.056;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=603/23298, ttl=64;172;192.168.1.102;;-77 dBm;
9258;434.933.502.602;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=547/8962, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9259;434.933.524.073;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=547/8962, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
9260;434.935.901.998;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=547/8962, ttl=64 (reply in 9261);161;;192.168.1.106;;-53 dBm
9261;434.936.877.740;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=547/8962, ttl=64 (request in 9260);172;;192.168.1.106;;-77 dBm
9262;434.938.868.118;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=547/8962, ttl=64;161;;192.168.1.106;;-53 dBm
9266;435.375.418.177;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=604/23554, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9267;435.377.531.861;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=604/23554, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
9268;435.377.562.827;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=604/23554, ttl=64 (reply in 9269);161;192.168.1.102;;-53 dBm;
9269;435.378.666.001;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=604/23554, ttl=64 (request in 9268);172;192.168.1.102;;-77 dBm;
9270;435.381.303.586;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=604/23554, ttl=64;161;192.168.1.102;;-53 dBm;
9271;435.381.334.559;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=604/23554, ttl=64;161;192.168.1.102;;-53 dBm;
9272;435.381.354.486;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=604/23554, ttl=64;161;192.168.1.102;;-53 dBm;
9280;435.940.019.512;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=548/9218, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
9281;435.940.049.829;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=548/9218, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9282;435.940.123.386;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=548/9218, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9284;436.016.690.374;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=548/9218, ttl=64 (reply in 9285);161;;192.168.1.106;;-53 dBm
9285;436.022.907.716;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=548/9218, ttl=64 (request in 9284);172;;192.168.1.106;;-77 dBm
9286;436.024.902.648;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=548/9218, ttl=64;161;;192.168.1.106;;-53 dBm
9287;436.377.471.208;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=605/23810, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9289;436.424.654.761;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=605/23810, ttl=64 (reply in 9290);161;192.168.1.102;;-53 dBm;
9290;436.430.683.169;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=605/23810, ttl=64 (request in 9289);172;192.168.1.102;;-77 dBm;
9291;436.430.726.692;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=605/23810, ttl=64;172;192.168.1.102;;-77 dBm;
9292;436.431.455.919;-76 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=605/23810, ttl=64;172;192.168.1.102;;-76 dBm;
9293;436.432.979.519;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=605/23810, ttl=64;161;192.168.1.102;;-53 dBm;
9299;436.937.035.335;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=549/9474, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
9300;436.938.555.524;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=549/9474, ttl=64 (reply in 9301);161;;192.168.1.106;;-53 dBm
9301;436.944.258.930;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=549/9474, ttl=64 (request in 9300);172;;192.168.1.106;;-77 dBm
9302;436.945.804.460;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=549/9474, ttl=64;161;;192.168.1.106;;-53 dBm
9305;437.378.890.564;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=606/24066, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9306;437.380.596.114;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=606/24066, ttl=64 (reply in 9307);161;192.168.1.102;;-53 dBm;
9307;437.387.260.190;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=606/24066, ttl=64 (request in 9306);172;192.168.1.102;;-77 dBm;
9308;437.391.189.398;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=606/24066, ttl=64;161;192.168.1.102;;-53 dBm;
9315;437.938.780.281;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=550/9730, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9316;437.940.338.233;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=550/9730, ttl=64 (reply in 9317);161;;192.168.1.106;;-53 dBm
9317;437.948.922.065;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=550/9730, ttl=64 (request in 9316);172;;192.168.1.106;;-77 dBm
9318;437.948.965.954;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=550/9730, ttl=64;172;;192.168.1.106;;-77 dBm
9319;437.949.690.207;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=550/9730, ttl=64;172;;192.168.1.106;;-76 dBm
9320;437.951.825.490;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=550/9730, ttl=64;161;;192.168.1.106;;-53 dBm
9323;438.380.943.644;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=607/24322, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9324;438.383.083.702;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=607/24322, ttl=64 (reply in 9325);161;192.168.1.102;;-53 dBm;
9325;438.393.558.288;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=607/24322, ttl=64 (request in 9324);161;192.168.1.102;;-52 dBm;
9326;438.393.589.998;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=607/24322, ttl=64;161;192.168.1.102;;-53 dBm;
9327;438.393.605.904;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=607/24322, ttl=64;161;192.168.1.102;;-53 dBm;
9328;438.393.620.878;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=607/24322, ttl=64;161;192.168.1.102;;-53 dBm;
9335;438.940.879.454;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=551/9986, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9336;438.957.882.036;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=551/9986, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9337;438.964.398.088;-51 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=551/9986, ttl=64 (no response found!);158;;192.168.1.106;;-51 dBm
9345;439.384.065.285;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=608/24578, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9346;439.385.612.992;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=608/24578, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
9347;439.392.021.419;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=608/24578, ttl=64 (reply in 9354);161;192.168.1.102;;-53 dBm;
9354;439.701.971.108;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=608/24578, ttl=64 (request in 9347);172;192.168.1.102;;-77 dBm;
9355;439.703.746.274;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=608/24578, ttl=64;161;192.168.1.102;;-54 dBm;
